school_id,school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,alp_domain,alp_title,llp_domain1,llp_title1,llp_domain2,llp_title2
218,PEIYING PRIMARY SCHOOL,http://www.peiyingpri.moe.edu.sg,651  YISHUN RING ROAD,768687,62575684,na,67558802,na,peiying_ps@moe.edu.sg,Khatib,"851, 852, 853, 854, 855",MDM WONG WEI YONG,MR ABDUL RANI BIN IDRIS,,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Interdisciplinary,Project THINK (Thinking Holistic Innovative Networked Kids) for Home Earth,Sports & Outdoor Education,"Sports, Character Development and Adventure Learning Experiences @ Peiying (SCALE@PEIYING)",,
219,PING YI SECONDARY SCHOOL,http://pingyisec.moe.edu.sg,61   CHAI CHEE STREET,468980,64489580,na,64442731,na,pyss@moe.edu.sg,BEDOK MRT,"26, 222, 222B, 2, 7, 24, 25, 28, 30, 30E, 32, 33, 40, 67, 229, 854, 60, 87",MR ANG CHEE SENG,MR CHEONG HUEI LEONARD,,,,,,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,STEM,Design Education and Aeronautical Engineering,Community & Youth Leadership,Leadership through CCE,,
220,PIONEER PRIMARY SCHOOL,http://www.pioneerpri.moe.edu.sg,23   JURONG WEST STREET 81,649076,67932397,na,67933974,na,pioneer_ps@moe.edu.sg,Boon Lay Station,243,MDM LOKE WAI LING,MR TAN HOCK CHYE CHARLES,MDM CHOO SIEW HONG,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Interdisciplinary,21CC PW,Music & Performing Arts,Fitness and Graciousness Through Dance,,
221,POI CHING SCHOOL,http://www.poiching.moe.edu.sg,21   TAMPINES STREET 71,529067,67856420,na,67857198,na,contact@poiching.moe.edu.sg,Tampines MRT,"Bus 293, 72, 27 and 168",MDM CHUA YE LING,MDM PEH TAN WEE,MS TAN SEOK KUAN,,,,,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,Languages,Developing a Bilingual and Effective Speaker and wriTer in every pupil (BEST),Music & Performing Arts,D?ARTS@PCS,,
222,PRESBYTERIAN HIGH SCHOOL,http://www.presbyterian.moe.edu.sg,5209 ANG MO KIO AVENUE 6,569845,64543722,na,64543430,na,presbyterian@moe.edu.sg,YIO CHU KANG MRT,"45, 70, 70M, 71, 76, 86, 668, 851, 851e, 852, 853",MR OWYONG TUCK SING VICTOR,MISS YEW MEI FOONG SARAH,,,,,,ANG MO KIO,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,STEM,Forensic & Pharmaceutical Science,Community & Youth Leadership,Community Youth Leadership,,
223,PRINCESS ELIZABETH PRIMARY SCHOOL,http://www.princesselizabethpri.moe.edu.sg,30   BUKIT BATOK WEST AVENUE 3,659163,65655111,na,65637859,na,PEPS@MOE.EDU.SG,Bukit Batok MRT Station,"Bus 174, 157, 178, 66, 941",MDM MOLIAH BINTE HASHIM,MISS NGIAM WEE HENG,MR LEE FOOK LOONG EUGENE,,,,,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Innovation & Enterprise,Designing For InclUsivity (Design4U),Community Service & Student Leadership,ASPIRE to Serve and Lead,,
224,PUNGGOL COVE PRIMARY SCHOOL,https://punggolcovepri.moe.edu.sg/,52   Sumang Walk,828674,63857339,na,63857261,na,punggolcove_ps@moe.edu.sg,Nibong LRT Station,"382W, 84","MR YAP SWEE BENG, DENNIS",MISS THIA HWEI LING SHARON,MR WAN IMRAN BIN MOHAMED WOOJDY,,,,,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Languages,Holistic English Literacy Programme (HELP),,,,
225,PUNGGOL GREEN PRIMARY SCHOOL,http://www.punggolgreenpri.moe.edu.sg,98   Punggol Walk,828772,65383011,na,65383210,na,admin_punggolgreen_ps@moe.edu.sg,Punggol MRT Station,na,MR HANAFI B ASMORE,MISS TAN HUILING CHERYL,DR LEE KOK SONK,,,,,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,,,Community Service & Student Leadership,Learning for Life through Environmental Education And Project Work (L.E.A.P.),,
226,PUNGGOL PRIMARY SCHOOL,http://www.punggolpri.moe.edu.sg/,61   HOUGANG AVENUE 8,538787,63850762,na,63877793,na,punggol_ps@moe.edu.sg,"Hougang, Buangkok",62 74 88 113 147 325,MISS CHEW TOCK LEE,MISS KAREN YAW LI LING,,,,,,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Interdisciplinary,GreeNovation @ PPS,Sports & Outdoor Education,SEL & character development Through Active paRticipation in Sports (S.T.A.R.S.),,
227,PUNGGOL SECONDARY SCHOOL,http://www.punggolsec.moe.edu.sg,51   EDGEFIELD PLAINS,828870,64897851,na,64897859,na,PUNGGOL_SS@MOE.EDU.SG,"PUNGGOL MRT, COVE LRT","3, 34, 62, 82, 83, 85, 136, 965, 386",MS TOH ENG BENG ANGELINE,MR ANITH KUMAR S/O NADESAN,MR VINCENT LEE WEI YEE,,,,,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,STEM,Environment Education,Community & Youth Leadership,"Serving with values and good habits, developing the 21st century gentlemen/ ladies",,
228,PUNGGOL VIEW PRIMARY SCHOOL,http://www.punggolviewpri.moe.edu.sg,9    Punggol Place,828845,6570 1588,na,6570 3680,na,punggolview_ps@moe.edu.sg,Punggol MRT Station,50 382,DR ANG WEK CHENG,MDM SHARIFAH SAMIRAH BTE SYED MOHAMAD,MR GOH ZENSEN,,,,,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,,,Sports & Outdoor Education,Building Character through Outdoor Education,,
229,QIFA PRIMARY SCHOOL,http://www.qifapri.moe.edu.sg,50   WEST COAST AVENUE,128104,67783085,na,67761485,na,QIFA_PS@MOE.EDU.SG,Clementi MRT Station,"30,51,78,143,285,655",MRS CATHERINE CHIANG,"MDM CHAN SIN LI, CINDY",MR WONG WOEN LONG,,,,,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Languages,Effective Communication,Sports & Outdoor Education,CHAMPS @Qifa,,
230,QIHUA PRIMARY SCHOOL,http://www.qihuapri.moe.edu.sg,5    WOODLANDS STREET 81,738525,62696250,na,62693114,na,QIHUA_PS@MOE.EDU.SG,Woodlands MRT Station,"911, 900",MRS LEE HUI FENG,MR FOO CHUAN KAI,MR GOH GIAM HWEE (WU JIANHUI),,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Innovation & Enterprise,Inventive and Critical Thinking Skills through Innovation and Entrepreneurship Excellence Programme,Sports & Outdoor Education,Promotion of School Values through Sports Development Programme (SDP),,
231,QUEENSTOWN PRIMARY SCHOOL,http://www.queenstownpri.moe.edu.sg,310  MARGARET DR,149303,64741044,na,64713640,na,qtps@moe.edu.sg,Queenstown MRT,"32, 111, 145, 195",MISS NG POR JOO PEARLY,MR ATRAJU S/O KANAN RAMDAS,,,,,,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Interdisciplinary,Environmental Project-Based Learning@Queenstown Primary School (E-PBL@QtPS),Visual Arts & Design,Connecting the heARTs with ARTs,,
232,QUEENSTOWN SECONDARY SCHOOL,http://www.queenstownsec.moe.edu.sg,1    STRATHMORE ROAD,148800,64741055,na,64741295,na,qtss@moe.edu.sg,"REDHILL MRT, QUEENSTOWN MRT","33, 51, 64, 111, 120, 139, 145, 186, 970",MDM RASIDAH BTE RAHIM,MR CHUA PUAY WEE ERIC,MRS YUE-CHANG TECK HUI,,,,,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,Humanities,Minds for the Future ? First Cultivating the Disciplined and Synthesising Mind,Community & Youth Leadership,Community & Youth Leadership,,
233,QUEENSWAY SECONDARY SCHOOL,http://www.queenswaysec.moe.edu.sg,2A   MARGARET DRIVE,149295,64741421,na,64741302,na,QSS@moe.edu.sg,"COMMONWEALTH MRT, QUEENSTOWN MRT","32, 51, 93, 100, 105, 111, 122, 123, 145, 147, 153, 186, 195, 196, 198, 855, 961, 970","MR TAN CHONG TZE, PETER",MR NG HOCK SOON,MR LOH KAR WAI JAY,,,,,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,STEM,Environmental Science Applied Learning Programme: Developing Confident Learners and Caring Citizens,Sports & Outdoor Education,Sports for Life & Outdoor Education Programme: Nurturing Responsible Citizens and Life-long Learners,,
234,RADIN MAS PRIMARY SCHOOL,http://www.radinmasps.moe.edu.sg,1    BUKIT PURMEI AVENUE,99840,62733937,na,62763083,na,rmps@moe.edu.sg,Tiong Bahru MRT HarbourFront MRT,"SBS 123, 131, 275 SBS 65",MR MUHAMMAD FARIZAL BIN UMAR EFFE,MRS LINDA TAN,,,,,,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Coding,Nurturing 21st Century Competencies through Computational Thinking With Design Thinking,Sports & Outdoor Education,G.R.I.T@RMPS ? Growth Mindset.Resilience.Independence.Teamwork,,
235,RAFFLES GIRLS' PRIMARY SCHOOL,http://www.rafflesgirlspri.moe.edu.sg,21   Hillcrest Road,289072,64684377,na,64692024,na,RGPS@MOE.EDU.SG,TAN KAH KEE MRT STATION,"66, 67, 74, 151, 154, 156, 157, 170, 171, 174, 852, 961",MRS YUE YOKE MUN NEE WAI,MISS CHEN MEI CHUEN,MISS KONG SU MAY,,,,,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Chinese,Malay,Tamil,Languages,Nurturing Confident Communicators,Music & Performing Arts,Developing Creatively Through Collaborative Music Making,,
236,RAFFLES GIRLS' SCHOOL (SECONDARY),http://www.rgs.edu.sg,2    BRADDELL RISE,318871,67371845,na,62353731,na,RGSS@MOE.EDU.SG,"BRADDELL MRT, CALDECOTT MRT","59, 93, 129, 156, 157, 163, 231, 232, 235",MDM HASLINDA BTE ZAMANI,MS CHIN JEN FU,MS TAN HWEE MIAN MAY,MRS MARY CHERIYAN,,,,CENTRAL,SOUTH,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,Yes,Yes,Chinese,Malay,Tamil,,,,,,
237,RAFFLES INSTITUTION,http://www.ri.edu.sg,1    RAFFLES INSTITUTION LANE,575954,64199242,na,64199238,na,comms@ri.edu.sg,"BISHAN MRT, MARYMOUNT MRT","410,13,50,52,53,54,55,56,57,58,59,71,74,88,93,128,130,132,156,157,162,163,165,166,167,851,852,855,980",MR YEO KOK PENG FREDERICK,MDM THOR POH SIN THERESA,MR EDWARD NG,MR CHEN ZIYANG,MR ANG PENG SIONG BRIAN LAGMAN,MRS REAVLEY MUNN YE,MS NG MEI SZE,BISHAN,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,Yes,Yes,Chinese,Malay,Tamil,,,,,,
238,RED SWASTIKA SCHOOL,http://www.redswastika.moe.edu.sg,350  BEDOK NORTH AVENUE 3,469719,64430380,na,62448391,na,REDSWASTIKA@MOE.EDU.SG,Bedok Reservoir MRT,"Bus 14, 17, 28, 46, 66, 67, 69, 222, 228",MS JESSIE LIM CHIEN CHIN,MS ANGELA GOH BEE LIAN,MDM ESTHER E TZY KWEI,,,,,BEDOK,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,Science,Tinkers to Thinkers (T2T) Programme,Community Service & Student Leadership,Every RSS Student A Leader,,
239,REGENT SECONDARY SCHOOL,http://regentsec.moe.edu.sg,50   CHOA CHU KANG NORTH 5,689621,67653828,na,67653413,na,REGENT_SS@MOE.EDU.SG,"YEW TEE MRT, CHOA CHU KANG MRT","307, 160, 170, 178, 925, 927, 960, 961, 979",MR LEONG KOK KEE,MRS TANG HUAY JIUAN PATRINE,,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,STEM,Engineering @ Regent,Community & Youth Leadership,"Empowering every Regenite to be a Responsible and Confident Leader, Committed to Excellence",,
240,RIVER VALLEY HIGH SCHOOL,https://rivervalleyhigh.moe.edu.sg/,6    BOON LAY AVENUE,649961,65678115,na,65677351,na,RVHS@MOE.EDU.SG,"BOON LAY MRT, LAKESIDE MRT","99, 157, 172, 174, 174E, 198, 240, 502, 974, NR5",MRS TEO KHIN HIANG NEE LEE WAI TAI,MR LAU WAI CHI ALVIN,MR KWOK YING LIANG,"MR LIM PENG YUAN, ANDY",,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,No,Yes,Chinese,na,na,,,,,,
241,RIVER VALLEY PRIMARY SCHOOL,http://www.rivervalleypri.moe.edu.sg,2    RIVER VALLEY GREEN,237993,67371785,na,67321951,na,rvps@moe.edu.sg,Somerset MRT,"5, 16, 32, 54, 65, 75, 175, 970",MDM WONG LI PENG,MR PHANG ENG POH,DR AUDREY KOH CHOUK ENG,,,,,CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,,,Community Service & Student Leadership,Enhancing Character and Citizenship Education with Leadership Development to Edify Lives in RVPS,,
242,RIVERSIDE PRIMARY SCHOOL,http://www.riversidepri.moe.edu.sg,110  Woodlands Crescent,737803,63654490,na,63654460,na,riverside_ps@moe.edu.sg,Admiralty MRT Station,Bus No 913 and Bus No 964,MR TAN CHOON KHENG,MDM KHOO PHAIK HOON REGINA,MRS RANUKA PALANIVELU,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Interdisciplinary,Playworks ? Nurturing Critical and Inventive Thinkers,Community Service & Student Leadership,"PeerWorks ? Building Self, Supporting One Another, Serving the Community Together",,
243,RIVERSIDE SECONDARY SCHOOL,http://www.riversidesec.moe.edu.sg,3    WOODLANDS STREET 81,738524,62699631,na,63683677,na,RIVERSIDE_SS@MOE.EDU.SG,WOODLANDS MRT,"858, 900, 911, 913, 964, 962, 965, 969, 169, 903",MISS THAM YOKE CHUN,MR DERICK WONG TECK FATT,MDM LINDA YEO SOCK KHOON,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,Languages & Humanities,Global Citizenship Education through Critical Social Inquiry,Music & Performing Arts / Visual Arts & Design,Arts for Life,,
244,RIVERVALE PRIMARY SCHOOL,http://www.rivervalepri.moe.edu.sg/,80   RIVERVALE DRIVE,545092,63887450,na,63887449,na,RIVERVALE_PS@MOE.EDU.SG,Nearest LRT Station : Rumbia,"Bus Service 86, 371.",MISS RADHA D/O G SUBRAMANIAM,MR KNG WEE BENG,,,,,,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Science,Multi-Literacy Programme (MLP),Music & Performing Arts,DANCE FEVER ? Dance Aces Nurturing Cultural Expression For EVEry Riverlite,,
245,ROSYTH SCHOOL,https://www.rosyth.moe.edu.sg,21   Serangoon North Avenue 4,555855,64812273,na,64831102,na,rosyth_sch@schools.gov.sg,"Ang Mo Kio, Serangoon","73, 315, 116",MDM ELIS TAN LEE CHING,MR CHIEW JING WEN,MS POH HWEE THING,,,,,SERANGOON,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Chinese,Malay,Tamil,Science,Augmenting Science Learning through Innovation,Music & Performing Arts,Programme for Aesthetics Integration@Rosyth (PAIR),,
246,RULANG PRIMARY SCHOOL,http://www.rulangpri.moe.edu.sg/,6    JURONG WEST STREET 52,649295,65657771,na,65632382,na,RULANG_PS@MOE.EDU.SG,Lakeside,SBS 335,MS TRACY TAN I- LIAN,MISS NG MEI YUN,DR CHOONG PEK LAN,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Coding,Enhancing 21st Century Competencies Through Robotics,Sports & Outdoor Education,"Sports Teach Responsibility, Inventiveness, Values & Excellence (STRIVE) @ Rulang",,
247,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",http://www.sst.edu.sg,1    Technology Drive,138572,(65) 65717200,na,(65) 68720856,na,contactus@sst.edu.sg,Dover,"14, 74, 105, 106, 147, 166, 185",MRS LINDA CHAN,MRS CHEW EU JIN NEE LIM WAI LEE,,,,,,CLEMENTI,WEST,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,,,,,,
248,"SCHOOL OF THE ARTS, SINGAPORE",http://www.sota.edu.sg/,1    Zubir Said Drive,227968,6338 9663,6342 5857,6338 9763,na,enquiries@sota.edu.sg,Dhoby Ghaut,"7, 14, 16, 36, 64, 65, 77, 106, 111, 124, 128, 131, 147, 162, 166, 167, 171, 174, 175, 190, 502, 518, 700, 857,",MDM WONG YEE MIN MARY,MR HO KOK SUN KEVIN,MS KHOO MEI LING AMY,MISS PAULINE ANN TAN POH LING,,,,CENTRAL,SOUTH,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,No,No,Chinese,Malay,Tamil,,,,,,
249,SEMBAWANG PRIMARY SCHOOL,http://www.sembawangpri.moe.edu.sg,10   SEMBAWANG DRIVE,757715,67567330,na,67560367,na,SEMBAWANG_PS@MOE.EDU.SG,Sembawang MRT (6 to 8-minute walk),"656, 859, 962, 980",MRS GRACE CHUA,MDM LIM SIEW CHENG CINDY,,,,,,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Science,Nurturing Green Citizens & Leaders through Environmental Studies,,,,
250,SEMBAWANG SECONDARY SCHOOL,http://www.sembawangsec.moe.edu.sg,30   SEMBAWANG CRESCENT,757704,67566760,na,67585380,na,SEMBAWANG_SS@MOE.EDU.SG,SEMBAWANG MRT,"859, 859A, 962",MR JASWANT SINGH,MR GOH KEE YONG @ GOH CHONG HENG,MR LEE YONG KIANG JUSTIN,,,,,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,Languages & Humanities,Critical & Inventive Thinking (CIT) thru Media Literacy,Community & Youth Leadership,Developing Community Leaders through VIA and Outdoor Education,,
251,SENG KANG PRIMARY SCHOOL,http://www.sengkangpri.moe.edu.sg/,21   COMPASSVALE WALK,545166,63840809,na,63840839,na,SKPS@MOE.EDU.SG,Sengkang MRT,"27, 80, 82, 83, 86, 87, 88, 89, 119, 156, 163, 371, 372 & 965",MDM SEAH WHYE CHOO,MISS THIEN LI CHIN,,,,,,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Languages,Enhanced Spoken English Programme,Sports & Outdoor Education,Developing Values and Leadership through Sports Education,,
252,SENG KANG SECONDARY SCHOOL,http://www.sengkangsec.moe.edu.sg,10   COMPASSVALE LANE,545090,63887258,na,63887254,na,skss@moe.edu.sg,"SENGKANG MRT, RANGGUNG LRT","27, 80, 85, 86, 87, 89, 89E, 163, 163M, 372",MR KOH YIAK KHENG,MR TAN TECK TIAN,MDM NAZIMAH BTE ABDULLAH,,,,,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,STEM,Health Science & Technology,Sports & Outdoor Education,Building Character Through Physical Education & Sports,,
253,SENGKANG GREEN PRIMARY SCHOOL,http://www.sengkanggreenpri.moe.edu.sg/,15   Fernvale Road,797636,63864255,na,62428796,na,sengkanggreen_ps@moe.edu.sg,Fernvale LRT (SW5) - (Sengkang West Loop),"Sengkang and Toa Payoh interchange - no 163, Along Yio Chu Kang Road, - no 70, 86, 103 and 854.Punggol Temp Interchange to Bishan Interchange - Bus 50",MR GAU POH TECK,MR LIM JIT HIN,MISS SABARIAH BTE SUBARI,,,,,SENG KANG,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,,,Music & Performing Arts/ Visual Arts & Design,ICAR2E THROUGH THE ARTS,,
254,SERANGOON GARDEN SECONDARY SCHOOL,http://www.sgs.edu.sg,21   SERANGOON NORTH AVENUE 1,555889,62889227,65789177,62888695,na,sgss@moe.edu.sg,"SERANGOON MRT, ANG MO KIO MRT","25, 55, 73, 74, 74e, 76, 132, 165, 315",MDM GOH MIEN HUI VALERIE,MDM LEE HWEE PING,MR QUEK CHOON HSIONG,,,,,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,Humanities,Researching Society using Media Communication,Community & Youth Leadership,Nurturing Confident and Compassionate Leaders through Uniformed Groups,,
255,SERANGOON SECONDARY SCHOOL,http://www.serangoonsec.moe.edu.sg,11   UPPER SERANGOON VIEW,534237,63851589,na,63851635,na,SERANGOON_SS@MOE.EDU.SG,"HOUGANG MRT, KANGKAR LRT","62, 74, 102, 113, 119, 136, 147, 324",MDM TAY SIOK HWA,MR JIN SEBASTIAN,MR TAN SOON HUI,,,,,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,STEM,Real-world Explorations in ICT,Community & Youth Leadership,Project Ablaze: Harnessing Student Leadership in the Service of Community,,
256,SHUQUN PRIMARY SCHOOL,http://www.shuqunpri.moe.edu.sg,8    JURONG WEST STREET 51,649332,65637129,na,65637418,na,sqps@moe.edu.sg,W11 Lakeside,"98, 187, 335",MRS SARA DE SOUZA,MDM ADELINE CHONG,MR MUHAMMAD FADYLLA B RASHIMAN,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Interdisciplinary,Caring and Responsible Environmentalist (CaRE) Programme,Sports & Outdoor Education,Character and Leadership development through ADventure (CLAD),,
257,SI LING PRIMARY SCHOOL,http://www.silingpri.moe.edu.sg,61   WOODLANDS AVENUE 1,739067,62698832,na,63675516,na,SLPS@MOE.EDU.SG,Woodlands,912 from Woodlands Interchange,MR KOE EE TIONG,MR ANDREW NG SIOK KWANG,,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Science,Environmental Science Programme,Community Service & Student Leadership,Community and Student Leadership,,
258,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,www.scgs.moe.edu.sg,190  DUNEARN ROAD,309437,62527966,na,62523076,na,SCGPS@MOE.EDU.SG,Stevens,"66, 67, 105, 132, 151, 153, 154, 156, 170, 171, 186, 190, 605, 700, 960",MDM TAN YUNCHIN EUGENIA,MDM PHUA KIA LING,,,,,,NOVENA,NORTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Languages,"Stories Opening Windows to the world: Using narratives to appreciate Culture, build Connections and effect Change",Music & Performing Arts,PAM@SC ? Performing Arts and Music at SC,,
259,SINGAPORE CHINESE GIRLS' SCHOOL,http://www.scgs.moe.edu.sg,190  DUNEARN ROAD,309437,62527966,na,62523076,na,SCGSS@MOE.EDU.SG,STEVENS MRT,"48, 66, 67, 105, 132, 151, 153, 154, 156, 170, 186, 190, 960, 971E, 972",MDM TAN YUNCHIN EUGENIA,MRS SHERMAINE TANG,MDM HO HUI PING,,,,,NOVENA,NORTH,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,Yes,Chinese,Malay,Tamil,,,,,,
260,SINGAPORE SPORTS SCHOOL,http://www.sportsschool.edu.sg,1    Champions Way,737913,67660100,na,67662100,na,enquire@sportsschool.edu.sg,Woodlands South MRT,"665, 900A, 901, 901M",MR ONG KIM SOON,MR HO BENG KIAT,MISS LOW YING XIU,,,,,WOODLANDS,NORTH,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,No,Chinese,Malay,Tamil,,,,,,
261,SOUTH VIEW PRIMARY SCHOOL,http://www.southviewpri.moe.edu.sg,6    Choa Chu Kang Central,689762,67697176,na,67631091,na,SVPS@MOE.EDU.SG,Choa Chu Kang MRT Station,307 / South View LRT Station,MDM SHARIDA BINTE BATCHA SAHIB,MISS TAN WAN KHENG,MISS ACHARY GOPALAN SHIYAMALA,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,ICT & Media,"energIze, exCite, and exalT! - Learning through Empowering @ SVPS",Music & Performing Arts,Love Dance.  Love Life!,,
262,SPECTRA SECONDARY SCHOOL,https://www.spectra.edu.sg,1    WOODLANDS DRIVE 64,737758,64660775,na,64623928,na,spectra@schools.gov.sg,ADMIRALTY MRT,"901M, 904, 912, 913, 962, 964, 965, 969",MR TAN TECK HOCK,MR HOW PUI SENG,MR YIP CHOONG SENG JIMMY,,,,,WOODLANDS,NORTH,SPECIALISED SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,,,,,,
