school_section,cca_grouping_desc,cca_generic_name,cca_customized_name,school_id
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na,70
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,70
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG ENSEMBLE,70
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,70
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DRAMA,CHINESE DRAMA,70
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,MULTIMEDIA CLUB,70
SECONDARY,CLUBS AND SOCIETIES,ENTREPRENEURSHIP,TECHNOPRENEUR CLUB,70
SECONDARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,ODAC,70
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE ENSEMBLE,70
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,70
SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,GREEN CLUB,70
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,71
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,71
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,71
PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na,71
PRIMARY,PHYSICAL SPORTS,FLOORBALL,na,71
PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na,71
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na,71
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,71
PRIMARY,VISUAL AND PERFORMING ARTS,BRASS BAND,na,71
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,71
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,71
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,71
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,71
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na,71
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,71
PRIMARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,na,71
PRIMARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",na,71
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na,71
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,71
SECONDARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,ODAC,72
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND,72
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MULTI MEDIA SERVICES,72
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (BOYS),72
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL (BOYS),72
SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL (GIRLS),72
SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL (BOYS),72
SECONDARY,PHYSICAL SPORTS,WUSHU,WUSHU,72
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL (BOYS),72
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,GIRL GUIDES,72
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NPCC,72
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG,72
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE (GIRLS),72
SECONDARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,INDIAN DANCE (GIRLS),72
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,72
SECONDARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,72
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NCC,72
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA CLUB,72
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,72
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,NCDCC,72
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,73
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL (BOYS),73
SECONDARY,PHYSICAL SPORTS,CROSS COUNTRY,na,73
SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL (GIRLS),73
SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL (BOYS),73
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,73
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,73
SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,na,73
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,73
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,73
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,73
SECONDARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,73
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,73
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,73
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,ROBOTICS AND CODING,73
SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,73
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),NEW MEDIA CLUB,73
SECONDARY,PHYSICAL SPORTS,DRAGON BOAT,na,73
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,SYMPHONIC BAND,73
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,74
PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,na,74
PRIMARY,PHYSICAL SPORTS,WUSHU,na,74
PRIMARY,PHYSICAL SPORTS,GOLF,na,74
PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,na,74
PRIMARY,VISUAL AND PERFORMING ARTS,HARMONICA ENSEMBLE,na,74
PRIMARY,VISUAL AND PERFORMING ARTS,BRASS BAND,na,74
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,74
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,74
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,74
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,ROBOTICS CLUB,74
PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,na,74
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,74
PRIMARY,PHYSICAL SPORTS,NETBALL,na,74
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON,75
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,75
SECONDARY,PHYSICAL SPORTS,NETBALL,na,75
SECONDARY,PHYSICAL SPORTS,SOFTBALL,SOFTBALL (BOYS),75
SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL,75
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,75
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,75
SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH,75
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (AIR),na,75
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,75
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN DANCE,75
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA,75
SECONDARY,CLUBS AND SOCIETIES,AERO-MODELLING,AERONAUTICS CLUB,75
SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,LIBRARY CLUB,75
SECONDARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,COMMUNITY YOUTH LEADERS CLUB,75
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,75
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND,75
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,ROBOTICS,75
SECONDARY,CLUBS AND SOCIETIES,AUDIO VIDEO AND INFORMATION TECHNOLOGY CLUB,PA/AVA/VIDEOGRAPHY CLUB,75
SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENT CLUB,75
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,76
PRIMARY,PHYSICAL SPORTS,SEPAKTAKRAW,na,76
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na,76
PRIMARY,PHYSICAL SPORTS,FLOORBALL,na,76
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,76
PRIMARY,VISUAL AND PERFORMING ARTS,BRASS BAND,na,76
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,76
PRIMARY,PHYSICAL SPORTS,BASKETBALL,"BASKETBALL (BOYS), BASKETBALL (GIRLS)",77
PRIMARY,PHYSICAL SPORTS,NETBALL,NETBALL,77
PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,77
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL,77
PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH,77
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),GIRL GUIDES (BROWNIES),77
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,77
PRIMARY,VISUAL AND PERFORMING ARTS,PERCUSSION ENSEMBLE,SAMBA PERCUSSION,77
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,HIP HOP DANCE,77
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE CULTURAL DANCE,77
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY CULTURAL DANCE,77
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,YOUNG ARTIST CLUB,77
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENTAL / GREEN CLUB,77
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,78
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFOCOMM CLUB,78
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,78
SECONDARY,PHYSICAL SPORTS,CANOEING,na,78
SECONDARY,PHYSICAL SPORTS,HOCKEY,na,78
SECONDARY,PHYSICAL SPORTS,NETBALL,na,78
SECONDARY,PHYSICAL SPORTS,SOFTBALL,na,78
SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,na,78
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,78
SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,na,78
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,78
SECONDARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na,78
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,78
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE AND MODERN DANCE,78
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,78
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,na,78
SECONDARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,na,78
SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHY,DIGITAL ART & PHOTOGRAPHY CLUB,78
SECONDARY,CLUBS AND SOCIETIES,ENTREPRENEURSHIP,INNOVATION AND ENTERPRISE CLUB,78
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON,79
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,79
SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,79
SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,ATHLETICS,79
SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL,79
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,GIRL GUIDES,79
SECONDARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,79
SECONDARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,GUITAR CLUB,79
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ARTS AND EVENT MANAGEMENT,79
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,POP BAND,79
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,VISUAL ARTS CLUB,79
SECONDARY,CLUBS AND SOCIETIES,ENTREPRENEURSHIP,ENTREPRENEURSHIP CLUB,79
SECONDARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,SERVICE CLUB,79
SECONDARY,OTHERS,STUDENT LEADERSHIP (PREFECT),STUDENT LEADERSHIP (PREFECT),79
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE,79
SECONDARY,CLUBS AND SOCIETIES,DESIGN AND INNOVATION,INNOVATION CLUB,79
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),NEW MEDIA CLUB,79
SECONDARY,CLUBS AND SOCIETIES,MODULAR CCA (C&S),EXPLORER'S CLUB,79
PRIMARY,PHYSICAL SPORTS,TCHOUKBALL,na,80
PRIMARY,PHYSICAL SPORTS,WUSHU,na,80
PRIMARY,PHYSICAL SPORTS,FLOORBALL,na,80
PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na,80
PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,na,80
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na,80
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,80
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,80
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,80
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CERAMICS,80
PRIMARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHY,PHOTOGRAPHY,80
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na,80
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,80
PRIMARY,PHYSICAL SPORTS,RUGBY,na,80
SECONDARY,PHYSICAL SPORTS,DRAGON BOAT,na,81
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,81
SECONDARY,OTHERS,STUDENT LEADERSHIP (COUNCIL),na,81
SECONDARY,PHYSICAL SPORTS,CANOEING,CANOEING,81
SECONDARY,PHYSICAL SPORTS,HANDBALL,na,81
SECONDARY,PHYSICAL SPORTS,NETBALL,na,81
SECONDARY,PHYSICAL SPORTS,RUGBY,na,81
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,81
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,81
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,81
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,81
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,81
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,81
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,DANCE - ETHNIC,81
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,81
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,81
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),ICC,81
PRIMARY,PHYSICAL SPORTS,NETBALL,na,82
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,82
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,82
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),Brownies,82
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,82
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,82
PRIMARY,OTHERS,STUDENT LEADERSHIP (PREFECT),na,82
PRIMARY,PHYSICAL SPORTS,WUSHU,na,82
PRIMARY,VISUAL AND PERFORMING ARTS,WESTERN ORCHESTRA,JUNIOR ORCHESTRA,82
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,82
PRIMARY,CLUBS AND SOCIETIES,DESIGN AND INNOVATION,Green Tech Club,82
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,83
PRIMARY,PHYSICAL SPORTS,RUGBY,na,83
PRIMARY,PHYSICAL SPORTS,WUSHU,na,83
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,83
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na,83
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,83
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,83
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,83
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,83
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,MCNALLY CLUB,83
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,IT ROBOTICS CLUB,83
SECONDARY,CLUBS AND SOCIETIES,JOURNALISM,YOUNG JOURNALISTS CLUB,84
SECONDARY,VISUAL AND PERFORMING ARTS,MARCHING BAND,SCHOOL BAND,84
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MOVEMENT AND DANCE,84
SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,GREEN CLUB,84
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (BOYS),84
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL (GIRLS),84
SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL (GIRLS),84
SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,na,84
SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na,84
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL (BOYS),84
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,84
SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,na,84
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,84
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,84
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,84
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,84
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),IT CLUB,84
SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHY,na,85
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,85
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,85
SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,85
SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na,85
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NPCC,85
SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,na,85
SECONDARY,UNIFORMED GROUPS,SCOUTS,na,85
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NCC (LAND),85
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,85
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG ENSEMBLE,85
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN DANCE,85
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,85
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA,85
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AUDIO VISUAL AID,85
SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,na,85
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na,85
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFOCOMM CLUB,87
SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,GREEN CLUB,87
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (BOYS),87
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,87
SECONDARY,PHYSICAL SPORTS,NETBALL,na,87
SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL (GIRLS),87
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL,87
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,87
SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,na,87
SECONDARY,UNIFORMED GROUPS,SCOUTS,na,87
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (AIR),NCC (AIR) (BOYS),87
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,87
SECONDARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na,87
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,87
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,STAGEARTS DRAMA,87
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,87
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MEDIA CLUB,87
PRIMARY,PHYSICAL SPORTS,FOOTBALL,Football,88
PRIMARY,PHYSICAL SPORTS,WUSHU,na,88
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na,88
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,88
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,88
PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,88
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,88
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,INDIAN DANCE,88
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,88
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,88
PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,SCIENCE AND TECHNOLOGY CLUB,88
SECONDARY,CLUBS AND SOCIETIES,JOURNALISM,JOURNALISM CLUB,89
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,89
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,89
SECONDARY,PHYSICAL SPORTS,NETBALL,na,89
SECONDARY,PHYSICAL SPORTS,FLOORBALL,na,89
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,89
SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,na,89
SECONDARY,UNIFORMED GROUPS,SCOUTS,na,89
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,89
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na,89
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,89
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,89
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,89
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,89
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,89
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,na,89
PRIMARY,PHYSICAL SPORTS,FENCING,na,90
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,90
PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na,90
PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na,90
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,90
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,90
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,90
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,90
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,90
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFO COMM,90
PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,SCIENCE & ENVIRONMENT CLUB,90
SECONDARY,PHYSICAL SPORTS,SHOOTING,AIR PISTOL/ SHOOTING,91
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,91
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,91
SECONDARY,PHYSICAL SPORTS,SOFTBALL,SOFTBALL(GIRLS),91
SECONDARY,PHYSICAL SPORTS,TAEKWONDO,na,91
SECONDARY,PHYSICAL SPORTS,WUSHU,na,91
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL(BOYS),91
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,91
SECONDARY,UNIFORMED GROUPS,SCOUTS,na,91
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS (SEA),na,91
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na,91
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,91
SECONDARY,VISUAL AND PERFORMING ARTS,HARMONICA ENSEMBLE,na,91
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,91
SECONDARY,VISUAL AND PERFORMING ARTS,PERCUSSION ENSEMBLE,FESTIVE DRUM,91
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,91
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA CLUB,91
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,91
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,91
SECONDARY,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,YOUTH FLYING CLUB,91
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,na,91
SECONDARY,CLUBS AND SOCIETIES,DESIGN AND INNOVATION,THINKERS SOCIETY,91
SECONDARY,CLUBS AND SOCIETIES,ENTREPRENEURSHIP,ENTREPRENEUR CLUB,91
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),NEW MEDIA CLUB,91
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na,92
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na,92
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,92
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na,92
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,93
PRIMARY,PHYSICAL SPORTS,RUGBY,na,93
PRIMARY,PHYSICAL SPORTS,SAILING,na,93
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na,93
PRIMARY,PHYSICAL SPORTS,WUSHU,na,93
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na,93
PRIMARY,PHYSICAL SPORTS,FLOORBALL,na,93
